Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
158255:42	the death penalty	penalty	is	penalty	uh, th-, the other argument is that the death penalty is a deterrent	### but, but it, in, in theory it fits in.### in reforma-, system, in a reformatory, i mean### if you, if you put someone to death you obviously, can't reform them.###speakerb14.###speakera15.###speakerb16.###that's true.###speakera17.###so.###speakerb18.
158349:44	a jury	jury	is	jury	the whole, the whole point of * being on a jury is * to convict or, or, or, uh, let * go based on whether, or not the person, whether or not the evidence says, that there's enough,	###speakera21.###exactly.###you know, um, the you know,### i, i'm kind of torn on this issue.###it's like they're saying well on the one hand they're not, he's not getting a jury of his peers which *t*-1 is in some ways i think 0 *t*-2 true.###but on the other hand, it's, it's also saying that white jurors are not going * to, are not going *-1 to convict.###speakerb22.###right.###speakera23.###uh, you know, they're not going *-1 to do their job. which *t*-2 is
158387:16	thing	thing	is	thing	unfortunately that kind of thing is not limited to a big city like los angeles.	###speakera35.###no,###no.###i, you know,### on, on, on one hand you know, on the one hand you almost hope that they convict them because it's sm-, they have that very strong piece of physical evidence showing, these people beating the heck out of this guy.###um,###speakerb36.###oh, exactly.###speakera37.###speakerb38.
158506:45	everything	everything	looks	everything	and they had a good system like so when you walked in *t*-1, everything looks cool.	###uh-huh.###speakerb18.###but they didn't have enough teachers###and,###speakera19.###well, this one was set *-1 up good.###i mean they had two teachers to every room. um, sometimes three.###speakerb20.###uh-huh.###speakera21.
158683:28	israel	israel	has	israel	but on the same token, you know, israel has lost a lot of their, you know, value to the u s in * being, you know, the foothold of capitalism. you know in, in the mideast.	###uh-huh.###speakera9.###speakerb10.###and then we'll see what *t*-1 happens when, uh, they're not funded *-2 quite as much. or supplied *-2 with arms the same way *t*-3.###speakera11.###yeah.###speakerb12.###speakera13.###uh-huh.###yeah,
158742:153	bush	bush	is	bush	the cynical side of me says that, you know, it was more *ich*-1 for, uh, the, the domestic political situation *ich*-2 than for anything else. you know, and that, you know, and for * portraying bush is a strong president.	###well what do y-,###what about this situation with the, you know, the, uh, continual, uh, harassment by iraq right now and, uh, * apparently failing *-1 to let the, uh, arms inspectors have free access.###speakera37.###uh-huh.###you know, well, * to begin with, you know,###i pretty much question or what, what the u s --s motives *ich*-2 were *t*-1 in, uh, in, in actually the original involvement.###speakerb38.###uh-huh.###speakera39.###uh, i,
158750:77	my gut feeling	feeling	is	feeling	uh, i mean i really, i really think that, that, my gut feeling is that, that, you know, he pretty much picked, picked the fight with, uh, with, um, hussein.	###speakera39.###uh, i,###the cynical side of me says that, you know, it was more *ich*-1 for, uh, the, the domestic political situation *ich*-2 than for anything else. you know, and that, you know, and for * portraying bush is a strong president.###speakerb40.###huh, yeah,###okay.###speakera41.###speakerb42.###sure.###speakera43.
158921:9	congress	congress	has	congress	um, congress has added too towards the members bank there, you know,	###speakera41.###no,###no,###i haven't *?*.###speakerb42.### i, uh, i haven't done any of that type of work myself.###speakera43.###uh-huh.###speakerb44.###um, but every once in a while when i hear up here at, at, uh, in d c area, um, 0 one of the radio stations has been talking about the, the congress *t*-1,
159004:4	everybody	everybody	says	everybody	everybody says that.	###what are you studying *t*-1 down there?###speakera75.###physics.###speakerb76.###physics.###speakera77.###uh-huh.###speakerb78.###oh, that sounds like a fun, fun field.###speakera79.
159296:98	someone	someone	loses	someone	well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.	###speakera9.###right.### th-, they ha-,###speakerb10.###so it all comes *-1 filtering down to us all in-, individually.###speakera11.###right.###speakerb12.###and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.###speakera13.
159302:23	the health insurance	insurance	is	insurance	you know some of the health insurance is written *-1 that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much	###right.###speakerb12.###and, uh, granted 0 some people need *-1 to be compensated *-2 if they have really been wronged *-3, you know.###speakera13.###well, how do you feel *t*-2 about * setting, like, well, for example, a car type accident where, uh, or some incident where someone loses a limb *t*-1.###speakerb14.###speakera15.###do you think 0 the jury should have a dollar figure for * losing an arm, a dollar figure for * losing different body parts?###speakerb16.###i don't know.
159313:22	the judiciary	judiciary	is	judiciary	and there may be where the judiciary is a little more learned about that type of thing *t*-2 because they can be schooled *-1 in that kind of thing,	###but i don't know that you can necessarily put a, a value *ich*-3 on somebody's limb, uh, arbitrarily that *t*-1 is always going *-2 to fit in all cases.###speakera17.###uh-huh.###speakerb18.###i think 0 maybe you look at, uh, the age of the person and their station in life and, and, uh, how much longer *ich*-2 they have *t*-1 of work years that they would have *-3 to put up, you know, with, with that *t*-4.###i mean maybe you don't award an eighty-five year old guy the same thing that you would award a twenty-one year old *t*-1.###speakera19.###huh.###speakerb20.### i, i think 0 it has *-1 to be some kind of common sense applied * there.
159326:39	the jury's heart	heart	goes	heart	because if they wheel somebody into a courtroom and the jury's heart goes out to that person and they do one of these mega awards, it really, you know, ultimately is not penalizing the person that they're trying *t*-1 for get away.	###speakerb22.###and that can be part of continuing education *ich*-1, maybe for judges.###speakera23.###yeah.###speakerb24.###i don't know..###speakera25.###right.###speakerb26.###you know, * to get into the economics of things, uh,
159334:9	the award	award	is	award	unless the award is so staggering that it goes all beyond their layers of insurance which *t*-1 is another pet peeve of mine when they do award punitive damages *t*-2,	###speakerb26.###you know, * to get into the economics of things, uh,###because if they wheel somebody into a courtroom and the jury's heart goes out to that person and they do one of these mega awards, it really, you know, ultimately is not penalizing the person that they're trying *t*-1 for get away.###speakera27.###yeah.###speakerb28.###speakera29.###that's true.###speakerb30.###if it's a company, you know that they're insured.
159355:62	something	something	happens	something	for, for honest mistakes where they've done something and, and something happens *t*-1.	###speakerb36.###yeah.###speakera37.###mumblex.###speakerb38.###yeah.###speakera39.###uh-huh.###well, we're,###speakerb40.
159372:13	somebody	somebody	is	somebody	and, uh, somebody is on the premises	###speakera43.###do they get, they get insured *-1, they get insured *-2 from other insurance companies###or how does that work *t*-1?###speakerb44.###well, i was just talking about any company.###uh, * let's just say a lumber manufacturing company###speakera45.###oh, okay,###you're talking about corpor-,###speakerb46.
159419:37	some practice	practice	is	practice	and if, if they know 0 some practice is wrong, you know,	###speakerb62.###so again, it never really penalizes, the company doing the wrong.###speakera63.###right.###that will,###speakerb64.###they can go right on *-1 doing the same old thing 0 they always used *-2 to *?* *t*-3.###speakera65.###huh.###speakerb66.
159449:57	ann richards	richards	has	richards	so, uh, she, she's real interested in, uh, what ann richards has been doing *t*-1.	###and it just had a very good activities director.###everyone was cheerful###and now i don't have such a bad view of nursing homes anymore.###but i, i certainly wouldn't want *-1 to send my parent unless it was an absolute last re-, resort.###uh, i have a sister that *t*-1 is in nursing school###and she's real interested in geriatrics.###speakerb3.###well, that sounds good.###speakera4.###yeah.
159457:6	ann richards	richards	is	richards	ann richards is our governor in texas	###speakera4.###yeah.###so, uh, she, she's real interested in, uh, what ann richards has been doing *t*-1.### she's, ann richards is really cracking down on, uh, the nursing homes###and, i don't know, you wouldn't know anything about a texas governor.###speakerb5.###i've heard the name###and that's about all it goes.###speakera6.###okay.
159677:28	hank williams, junior	junior	is	junior	even, even hank williams, junior is real good stuff.	### that's, uh, that's a little bit to, uh,###it's such###they're trying *-1 to make it too much of a crossover thing,###you know what i mean *t*-1?###speakera23.###uh-huh.### wh-, what's the old country music like *t*-1?###speakerb24.###oh, like, like hank williams.###like the old hank williams.
159830:6	my father	father	likes	father	my father likes, uh, country western music.	###yeah.###speakerb78.###my parents were very musical.###my mother had a piano in the, in the house.###speakera79.###uh,###speakerb80.###speakera81.###uh-huh.###speakerb82.
159851:6	my mom	mom	likes	mom	my mom likes like, uh, doris day, you know.	###so he grew up like in the late fifties and you know, when they had that, the elvis presley music and stuff like that. and that kind of rock and roll *t*-1###speakera87.###huh.###speakerb88.###speakera89.###yeah,###yeah.###speakerb90.###so he likes that.###and my mom always liked that kind of stuff.
159892:22	this love	love	cuts	love	th-, this love cuts like a knife. uh, summer of sixty-nine.	###speakerb106.###do you like, uh, like v-, van halen or anything like that?###or how about brian adams?###speakera107.###bri-,### what kind of music is, does what songs does he play *t*-1?###speakerb108.### it, it,###speakera109.###speakerb110.
159998:11	the rest	rest	is	rest	and then the rest is whatever you want *-1 to put *t*-2 in. if you put more than that or something like that.	###uh, i work for a fairly large company.###it's got eight thousand people.###speakerb10.###uh-huh.###speakera11.###and, uh, we do have health insurance.###we don't have four o k-, one k plan, stuff like that,###but we do have, like, retirement.###they kind of match up to, you,###if you put six percent, they match up to six percent,
160011:33	the place 0 i work at *t*-1's, health insurance	insurance	is	insurance	the place 0 i work at *t*-1's, health insurance is kind of expensive.	###speakera13.###it's not bad.###speakerb14.###now, how long does it take *t*-1 for your contribution to vest?###speakera15.###god, i don't know.###it's probably a long time.###i'm sure 0 it's not till like twenty-five years, thirty years.###speakerb16.###yeah,
160029:64	everyone	everyone	seems	everyone	i know that, like, the, the, the one plan that everyone seems *-1 to be in *t*-2, in my place is, uh, you know, you, uh, * think 0 you call it *rnr*-3 plan d.	###speakerb20.###yeah,###we have one of those * use it or lose it plans *ich*-1, too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses *t*-2.###i can send in a, uh, can send in a request for payment### and they'll, uh, and they'll send me, you know a check for the amount 0 they withheld *t*-1.###that's pretty good, you know.### it's, uh, it saves a third off on taxes or something.###speakera21.###yeah,###well, it depends on which company you work for *t*-1.
160029:93	my place	place	is	place	i know that, like, the, the, the one plan that everyone seems *-1 to be in *t*-2, in my place is, uh, you know, you, uh, * think 0 you call it *rnr*-3 plan d.	###speakerb20.###yeah,###we have one of those * use it or lose it plans *ich*-1, too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses *t*-2.###i can send in a, uh, can send in a request for payment### and they'll, uh, and they'll send me, you know a check for the amount 0 they withheld *t*-1.###that's pretty good, you know.### it's, uh, it saves a third off on taxes or something.###speakera21.###yeah,###well, it depends on which company you work for *t*-1.
160120:88	salary	salary	is	salary	there's always, they're always laying people off, which *t*-2 is another benefit that you can have *t*-1 other than salary is trade that off for security.	###speakera47.###yeah,###but they, no, no longer.###speakerb48.###speakera49.###i don't think so.###speakerb50.###right.###speakera51.###uh, * hearing a lo-,
160145:16	our situation	situation	is	situation	well, mark, our situation is that we do have a daughter that *t*-1 is, uh, in the situation of *-2 choosing college.	###um.###speakera57.###there's too many manage, too many chiefs and not enough indians###but,###speakerb58.###oh, they, they put,###speakera1.###okay.###speakerb2.###okay,
160153:84	the student	student	wants	student	and, uh, i guess, uh, 0 first and foremost, it, really it's a question of what *ich*-3 the student wants *-1 to have *t*-2 in the way of a career and then, uh, uh, which colleges or universities *t*-4 can best offer that program,	###speakerb2.###okay,###well, mark, our situation is that we do have a daughter that *t*-1 is, uh, in the situation of *-2 choosing college.###speakera3.###uh-huh.###speakerb4.###she's actually at bible college for this current year.###speakera5.###uh-huh.###speakerb6.
160196:22	saskatoon	saskatoon	is	saskatoon	at least, the university here in saskatoon is primarily, uh, off campus resident students.	###speakerb18.###speakera19.###uh-huh.###speakerb20.### and, uh, and, true, it, uh, really is helpful if a parent and the student can get there and see the real character of the school and the real life experiences of the school.###speakera21.###uh-huh.###speakerb22.###uh, i guess 0 there's a difference in,###here the,
160203:104	dormitory life	life	is	life	uh, you know, i know that there are a lot of colleges and universities *ich*-3, particularly as they get *-1 to be a little bit on the smaller side where dormitory life is, uh, is right on campus as well *t*-2	###speakerb22.###uh, i guess 0 there's a difference in,###here the,###at least, the university here in saskatoon is primarily, uh, off campus resident students.###speakera23.###speakerb24.###like, they just live in the community.###speakera25.###uh-huh.###speakerb26.
160246:99	achievement	achievement	is	achievement	and, uh, and that can vary between colleges, and faculties even, as to how, you know, what the attitude towards achievement is *t*-1.	###speakerb40.###speakera41.###yeah.###speakerb42.###uh, you know, as sort of some development and some training, uh,###like it *exp*-1's easy enough * to crank out graduates,###but * to really challenge them###speakera43.###uh-huh.###speakerb44.
160292:15	the world	world	is	world	best training in the world is not going *-1 to f-, put food on your table.	###uh-uh.###speakerb62.###jeez,###if that's,###speakera63.###uh-huh,###like a fine arts education,###i,###speakerb64.###right.
160304:14	kroger	kroger	does	kroger	i mean, kroger does a couple things.	###uh-huh.###speakerb66.###but, uh,###speakera1.###i don't believe that we're,###speakerb2.###so what do you think *t*-1 about, uh, recycling programs in atlanta, julie?###speakera3.###the recycling program here is just terrible.###i mean it *exp*-2's hard * to find places 0 * to go *t*-1.
160319:13	florida	florida	is	florida	the one in florida is so cool because they pick up everything.	###i don't know if they ever get,### i, i really don't know what the details are *t*-1.###there should be someplace where you could call *t*-1 and find out.###as a matter of fact, i'm pretty sure 0 there's a place 0 you can call *t*-1 and find out the closest, you know, thing to you,###but, i think 0 there should be some kind of curbside service.###speakera5.###yeah.###speakerb6.###that's the only way 0 i could really,###speakera7.
160402:63	the farmer's market	market	recycles	market	you ought *-1 to *?*, because the, the, the farmer's market recycles absolutely everything.	###speakera39.###the mumblex,###speakerb40.### if i, if * see a, s-, if i see a pile of cans or bottles or something i'll throw it in there,###speakera41.###uh-huh.###speakerb42.###but i don't really, i don't ever take anything.###speakera43.###well, i mean, it's real,
160464:38	big star	star	does	star	a-, but, also most places, like big star does	###they have, uh,###uh, what i, what i used *-1 to, uh,###now that i don't go to the grocery store much, it's kind of moot,###but i used *-1 to just save up the ones that i got *t*-2 one time and then go and hand them to them the next time and use them over and over.###speakerb68.###uh-huh.###speakera69.###speakerb70.###uh-huh.###speakera71.
160465:21	kroger	kroger	does	kroger	and i'm not sure if kroger does or not	###uh, what i, what i used *-1 to, uh,###now that i don't go to the grocery store much, it's kind of moot,###but i used *-1 to just save up the ones that i got *t*-2 one time and then go and hand them to them the next time and use them over and over.###speakerb68.###uh-huh.###speakera69.###speakerb70.###uh-huh.###speakera71.### a-, but, also most places, like big star does
160506:4	paper	paper	does	paper	paper doesn't seem threatening at all, you know.	###really not.###did you know that, like, something like fifty percent of the world's landfills is like paper? filled *-1 with paper.###speakerb88.###um.###speakera89.###speakerb90.###paper just seems so innocuous.###speakera91.###huh?###speakerb92.
160608:35	someone	someone	starts	someone	i just catch the major ones off the news or if someone starts *-1 to talk about it.	###speakera139.###speakerb140.###speakera141.###i would love that.###speakera1.###hi.###so, do you think 0 you get good coverage from the sources that you have *t*-1?###speakerb2.###uh, actually no,### because, because i'm in school. i, i kind of miss out on most of the current events.
160638:6	the news	news	is	news	the news isn't, like, immediate what you'd generally think of *t*-1 as news,	###uh, * don't watch much t v,###* don't have enough time###and, uh, * don't listen to the radio *ich*-1 too much especially the news channels or anything like that, you know,###they might give you a little blurbs like this happened or that happened###speakerb8.###yeah.###speakera9.###and that's about all 0 i ever hear *t*-1 of it.###uh, but most of my news probably comes from newsweek###and for the longer term i, i read, uh, like scientific american and, and, uh, readers' digest and some of those other types of magazines that *t*-1 come out which, they,
160712:78	europe	europe	becomes	europe	i'm, i'm pretty sure 0 it is *?*, because, uh once, once europe becomes unified and, uh, their economy becomes one big economy we're going *-1 to be, uh, kind of hurting.	###i mean, it's only been, three months or something like that since that happened###speakerb30.###oh, yeah.###speakera31.###so,###speakerb32.###yeah.###speakera33.###but they like *-1 to tell us that it's going *-2 to be important.###speakerb34.
160712:99	their economy	economy	becomes	economy	i'm, i'm pretty sure 0 it is *?*, because, uh once, once europe becomes unified and, uh, their economy becomes one big economy we're going *-1 to be, uh, kind of hurting.	###i mean, it's only been, three months or something like that since that happened###speakerb30.###oh, yeah.###speakera31.###so,###speakerb32.###yeah.###speakera33.###but they like *-1 to tell us that it's going *-2 to be important.###speakerb34.
160750:9	england	england	does	england	like, england doesn't want *-1 to do one thing	###speakera45.###yes.###speakerb46.###yeah.###speakera47.###and there's already a lot of evidence that they are being very protectionist,###even amongst themselves, they're being somewhat protectionist, you know.###speakerb48.###yeah.###speakera49.
160751:20	sweden	sweden	does	sweden	and, and sweden doesn't want *-1 to do other thing	###yes.###speakerb46.###yeah.###speakera47.###and there's already a lot of evidence that they are being very protectionist,###even amongst themselves, they're being somewhat protectionist, you know.###speakerb48.###yeah.###speakera49.###like, england doesn't want *-1 to do one thing
160799:19	anybody	anybody	pays	anybody	i don't think 0 anybody pays too little.	###yeah,###at least you guys have a remote control.###speakerb66.###speakera67.###it *exp*-1's sometimes better * to not have one of those.###course, you can always mislocate it. or misplace it, i mean, not mislocate it, but misplace it###speakerb68.###speakera69.###and,###speakera1.
160829:35	your state sales tax	tax	is	tax	but i'll bet 0 that means 0 your state sales tax is pretty high.	###tax free or die.###uh-huh.###speakerb8.###uh-huh.###speakera9.###speakerb10.###right.###speakera11.###speakerb12.###which *t*-1 is probably pretty nice,
160841:8	the only problem	problem	is	problem	the only problem is 0 i work in massachusetts,	###no,###actually there's no sales tax in new hampshire either.###speakerb14.###there's no sales tax either?###speakera15.###no,###what there is *t*-1, is very high property taxes because that's how they fund schools and everything *t*-2.###speakerb16.###uh-huh.###speakera17.
160860:15	the problem	problem	is	problem	but, uh, the problem is that so i'm paying state tax even if i don't live here.	###but, it,###well, you know, we,###it's only a state tax *ich*-1 here, no local.###speakerb22.###uh-huh.###speakera23.###we've got a five percent sales tax.###speakerb24.###right.###speakera25.
160908:32	the government	government	is	government	and if you look at the way 0 the government is run *-1 *t*-3 these days, it just seems like a lot of it's going to waste.	###most people forget about them, because you've g-, you know, you can't always get your f i c a back at the end of the year.###speakerb42.###right.###speakera43.### but, so, you know, and then, you know, like a five percent surtax,###i'm paying forty percent tax.###speakerb44.###yeah,###which *t*-1 is just outrageous###and a lot of it,
160916:19	government	government	does	government	there are things 0 government does *t*-1 better, you know,	###which *t*-1 is just outrageous###and a lot of it,###and if you look at the way 0 the government is run *-1 *t*-3 these days, it just seems like a lot of it's going to waste.###speakera45.###yeah,###well, i, i mean, i think 0 there's some people, there, y-, certainly are some things where you need infrastructure *t*-1###and you need you n-, you know,###speakerb46.###right.###speakera47.
160917:14	government	government	does	government	i think 0 government does a better space program than you're going *-1 to get *?* out of private individuals,	###and a lot of it,###and if you look at the way 0 the government is run *-1 *t*-3 these days, it just seems like a lot of it's going to waste.###speakera45.###yeah,###well, i, i mean, i think 0 there's some people, there, y-, certainly are some things where you need infrastructure *t*-1###and you need you n-, you know,###speakerb46.###right.###speakera47.###there are things 0 government does *t*-1 better, you know,
160921:88	jesse helms	helms	wants	helms	but, you know, i think, you know, 0 you look at things like, you know, tax subsidies to tobacco farmers because jesse helms wants it that way	###well, i, i mean, i think 0 there's some people, there, y-, certainly are some things where you need infrastructure *t*-1###and you need you n-, you know,###speakerb46.###right.###speakera47.###there are things 0 government does *t*-1 better, you know,###i think 0 government does a better space program than you're going *-1 to get *?* out of private individuals,###speakerb48.###right.###speakera49.
160936:26	the military	military	is	military	you know, i think 0 the military is really fat.	###speakerb52.###that's right,###* got *-1 to keep those farmers happy.###speakera53.###so much of it, is now just going *-1 to service debt or you know, is going in, into, into programs that, you know,###speakerb54.###uh-huh.###speakera55.###yeah,### they are, they are a fat.
160941:19	that tax money	money	is	money	and so much of that tax money is going just * to keep that bureaucracy running, keep the paper shuffling around instead of real, you know, good programs.	###speakerb54.###uh-huh.###speakera55.###yeah,### they are, they are a fat.###you know, i think 0 the military is really fat.###i think that a lot of the, the h e w services, although they're providing necessary services, have too much fat in them.###speakerb56.###right.### the-, there is just way too much bureaucracy
160955:14	everything	everything	is	everything	it seems like everything is really screwy right now as far as the economy, uh, the government *ich*-1 goes and our, our whole economy in general	###speakera59.###yeah,###i mean, we, we spend a fortune for things like v a hospitals###and, you know, then you look at how well they're managed *-2 *t*-1, you know,###i don't think 0 we're getting our money's work out, worth out of there.###i think 0 it's all going into, into bureaucrats.###speakerb60.###right,###and a lot of it's feeding that.### just, i just, i really, especially in the election year, i mean, i'm really thinking a lot about this, the economy and questions like that and, and just the whole,
160983:22	the other thing	thing	is	thing	but, you know, the other thing is, 0 it's tricky, though,	###oh, oh, yeah,###they think,###speakerb68.###speakera69.###oh, yeah,###and then they go and say, i'm not c-,###congress, they're the fault for it.###speakerb70.###right.###speakera71.
160994:7	grotten connecticut	connecticut	goes	connecticut	grotten connecticut goes,	###because like in new hampshire, they say, oh, all right, * let's cut the military budget.###speakerb72.###right.###speakera73.###well, yeah,###then, you lose half your jobs in new hampshire###speakerb74.###uh-huh.###speakera75.###you lose,
161082:22	my dog	dog	does	dog	and he says, well, my dog doesn't like cats,	###speakera13.###yeah.###speakerb14.###well, the schnauzer i'm, i'm watching for one of, uh, the managers where i work *t*-1###and he's been transferred *-1 to germany for a while###speakera15.###uh.###speakerb16.###and i'm taking care of his dog### and, uh, and i had just got the kitten when he asked me that *t*-1
161134:4	everybody	everybody	seems	everybody	everybody seems *-1 to be really happy with them.	###yeah.###speakerb36.###you know, the schnauzers are a little aggressive.###speakera37.###they can be nippy.###speakerb38.###uh-huh.###speakera39.###yeah,###shelties are nice.
161173:61	the best pet	pet	is	pet	i, i'd, i really don't know what the best pet is *t*-1.	### that's, that's, maybe that's, there's, uh, some credence in that statement.###speakera51.###yeah,### the-, they're bred *-1 down so much.###it's,###speakerb52.###uh-huh.###speakera53.###they aren't the best pets.###speakerb54.
161225:23	the poor animal	animal	is	animal	so the the poor animal is doing it in self protection.	###oh, okay.###speakera75.###you really can't get a pit bull from birth that *t*-2's that way *t*-1.###speakerb76.###oh, okay.###speakera77.###yeah,###it takes a lot of training and a lot of abuse * to get a dog to really respond.###speakerb78.###oh, dear,
161296:21	the ferret	ferret	is	ferret	the, the ferret is used to *-1 running the house and was kind of wild	###speakerb106.###oh, okay.###speakera107.###speakerb108.###oh, okay.###speakera109.###speakerb110.###uh-huh.###speakera111.###i mean, these people had left this infant in the same room with this loose ferret.
161341:13	the, uh, subject	subject	is	subject	the, uh, subject is child care and how * to determine child care *t*-1,	###speakerb128.###yeah,###because then the, the animal *ich*-1's in trouble, and not the person.###speakera129.###right.###speakera1.###* go ahead.###speakerb2.###oh, okay.###yeah,
161376:8	somebody	somebody	has	somebody	because somebody has a child or, uh, likes children doesn't really mean that they're qualified *-1 to give the child the kind of supervision and training that that, uh,	###speakera13.###speakerb14.###speakera15.###speakerb16.###well, right.###uh, in texas, we have *-1 to meet certain state standards in order *-2 to operate on a, at an institutional level and at a, like a small home level###so you meet the standards,###but then after that there's, there's a lot more.###i think 0 it's important as the safety and health and that kind of stuff, is qualification of people who *t*-1 work there,###and in * hiring people who *t*-2 would work at the, uh, day care, the child care facility * was very difficult * to find qualified people, uh, in terms of, not just, just
161393:71	a day care center	center	is	center	and the other thing that *t*-1's difficult in, uh, it's *rnr*-2 a too small setting, like a day care center is * to find the right program of enrichment for the child, because you don't want *-3 to just warehouse the child,	###exactly.###and that was the most difficult thing of all, * to find the, the right people, the qualified people.###speakera21.###and it *exp*-1's the most difficult of all for a parent, judge, uh because a person can be very nice and warm and loving,###speakerb22.###oh,###speakera23.###but if he's a space cadet and doesn't watch the children, and be aware of what the safety hazards are *t*-1,###speakerb24.###oh, exactly.
161396:51	the child	child	is	child	and that, that includes, uh, an atmosphere in which the child is safe and, and he's watched *-1 and his physical needs are cared for *-2 *t*-3,	###and it *exp*-1's the most difficult of all for a parent, judge, uh because a person can be very nice and warm and loving,###speakerb22.###oh,###speakera23.###but if he's a space cadet and doesn't watch the children, and be aware of what the safety hazards are *t*-1,###speakerb24.###oh, exactly.###and the other thing that *t*-1's difficult in, uh, it's *rnr*-2 a too small setting, like a day care center is * to find the right program of enrichment for the child, because you don't want *-3 to just warehouse the child,###and i didn't want *-1 to run an institution where that was the case *t*-2, where all 0 we were doing *t*-3 were warehousing *t*-4 because the first four, five years or so important###and you have *-1 to have the right kind of enrichment
161400:11	a couple	couple	has	couple	when a couple has a child *t*-2, then they should both take, you say 0 the first four or five years are the most important, and i think 0 i would agree with that, they both take four or five years off and devote to parenting.	###but if he's a space cadet and doesn't watch the children, and be aware of what the safety hazards are *t*-1,###speakerb24.###oh, exactly.###and the other thing that *t*-1's difficult in, uh, it's *rnr*-2 a too small setting, like a day care center is * to find the right program of enrichment for the child, because you don't want *-3 to just warehouse the child,###and i didn't want *-1 to run an institution where that was the case *t*-2, where all 0 we were doing *t*-3 were warehousing *t*-4 because the first four, five years or so important###and you have *-1 to have the right kind of enrichment###and that, that includes, uh, an atmosphere in which the child is safe and, and he's watched *-1 and his physical needs are cared for *-2 *t*-3,###but also his, uh, developmental needs are cared for *-1, too.###speakera25.###maybe the right thing 0 * to do *t*-1 is * to, uh,
161422:46	the world	world	is	world	well, you know, the, uh, uh, the world is changing f-, uh, from instit-, from, uh, industrial, uh, base to, uh, information base	###well, that's an interesting thought because,###speakera31.###but then they have *-1 to work from age thirty or, or forty to age seventy or eighty or ninety.###speakerb32.###that would be okay.###speakera33.###speakerb34.### that would, that would help on the other end, too, in, in terms of * not warehousing people and letting people be productive for as long as they can be *?*.###speakera35.###right,
161431:25	mental acuity	acuity	is	acuity	and i believe that, uh, mental acuity is easy 0 * to sustain, maintain *t*-1, if you just simply continue *-2 to exercise your mind.	###right,###well, you know, the, uh, uh, the world is changing f-, uh, from instit-, from, uh, industrial, uh, base to, uh, information base###and so what that means *t*-1 is 0 you don't have *-2 to be physically powerful *-3 to work.###speakerb36.###uh-huh.###speakera37.###speakerb38.###that's exactly right.###speakera39.###all 0 you have *-1 to do *t*-2 is * have a sharp mind,
161473:13	r e m	m	makes	m	uh, r e m makes me laugh because they've gone from a college radio progressive group to *-1 being, uh, you know, ultra mainstream at this point,	###speakerb14.###speakera15.###what kind of progressive stuff?###speakerb16.###uh, lot of stuff that *t*-1 actually has, uh, ended up *-2 becoming popular like, uh, nirvana and, uh, oh, you know,###i'm thirty,###so lot of the stuff 0 i was listening to *t*-1 in my teens like the clash and, and the sex pistols and r e m, that sort of stuff.###speakera17.###uh.###speakerb18.
161570:14	frank zappa	zappa	has	zappa	for instance, frank zappa has done a fair amount of orchestral composition	###speakera57.###speakerb58.###speakera59.###speakerb60.###uh, uh, i like tchaikovsky.###he can make a lot of noise when he's, uh, so inclined *t*-1.###speakera61.###oh, yes.###speakerb62.###uh, and some of, some stuff that i like *t*-1, uh,
161726:17	texas	texas	is	texas	so, where about in texas is that *t*-1?	###huh?###speakerb48.###uh-huh.###speakera49.###yeah.###speakerb50.### lot of, lot of fishing going on up here.###speakera51.###yeah.###all right.
161747:4	dallas	dallas	is	dallas	dallas is south.	###speakera55.###okay,###and that's south or north of there or something?###speakerb56.###* let me see,###houston's north.###speakera57.###yeah?###okay.###speakerb58.
161945:28	any crime	crime	is	crime	i mean, i guess, 0 any crime is too much	###speakerb124.###oh, it's, n-, oklahoma's nothing like it.###speakera125.###yeah?###okay,###well, that's good, because i didn't like oklahoma that well.###speakerb126.###speakera1.###do you think that there's any way that, uh,###or do you think 0 there's too much crime now?
162116:58	poverty	poverty	has	poverty	i mean, as, as, you know, as poverty has gotten worse, as, you know, education has gotten worse, as there's been more single parent families, as there's been more homelessness, there's m-, been more crime.	###speakerb64.###oh, oh, yeah,###speakera65.###speakerb66.###absolutely.### i think, uh, yeah, i think 0 you can blame it on social problems.###sure.###speakera67.###i mean, i don't know.###speakerb68.
162116:88	education	education	has	education	i mean, as, as, you know, as poverty has gotten worse, as, you know, education has gotten worse, as there's been more single parent families, as there's been more homelessness, there's m-, been more crime.	###speakerb64.###oh, oh, yeah,###speakera65.###speakerb66.###absolutely.### i think, uh, yeah, i think 0 you can blame it on social problems.###sure.###speakera67.###i mean, i don't know.###speakerb68.
162351:10	all the depreciation	depreciation	has	depreciation	so all the depreciation has been taken *-1 off	###because i guess, uh,###i mean, well, ninety-twos, * granted *-1,###but the new ones, you know###speakerb78.###uh-huh.###speakera79.###fourteen to sixteen is what they go for *t*-1 on the lot,###speakerb80.###right.###speakera81.
